spp_com,dbh,date_plant,neighborhood,POINT_X,POINT_Y
"Oak, Northern Red",18,--,Dorchester,-71.08291,42.3036
"Zelkova, Japanese",4,--,South End,-71.07678,42.33848
"Cherry, Yoshino Flowering",3,--,Fenway/Longwood,-71.10291,42.34737
Honeylocust,2,--,East Boston,-71.04042,42.37086
Honeylocust,7,--,West Roxbury,-71.15669,42.28437
"Oak, Swamp White",3,--,Fenway/Longwood,-71.10577,42.34593
"Elm, Accolade",3,Fall 2021,East Boston,-71.0016,42.38805
"Linden, Littleleaf",12,--,South End,-71.07298,42.34097
"Pear, Callery",16,--,Fenway/Longwood,-71.10584,42.34605
"Tupelo, Black",2,Spring 2024,Dorchester,-71.06913,42.30348
"Linden, Littleleaf",9,--,South End,-71.07302,42.34102
"Pear, Callery",15,--,Fenway/Longwood,-71.10571,42.34581
Honeylocust,24,--,Hyde Park,-71.11398,42.26663
Honeylocust,19,--,Fenway/Longwood,-71.08864,42.34146
"Maple, Red",5,--,Fenway/Longwood,-71.10648,42.34643
Goldenrain Tree,3,--,Fenway/Longwood,-71.09956,42.33805
Scheduled Planting Site - Fall 2025,0,--,South End,-71.07761,42.338
Elm,2,Fall 2022,South End,-71.07407,42.3433
"Ash, Green",15,--,Roxbury,-71.08312,42.33623
"Tupelo, Black",3,--,Fenway/Longwood,-71.08986,42.33981
"Elm, Accolade",6,--,Fenway/Longwood,-71.10568,42.34626
"Maple, Hedge",8,--,Dorchester,-71.07574,42.30758
"Oak, Swamp White",2,--,Fenway/Longwood,-71.08959,42.33994
"Elm, Accolade",6,--,Fenway/Longwood,-71.103,42.34631
Honeylocust,12,--,South End,-71.07893,42.33905
"Elm, Accolade",2,--,Fenway/Longwood,-71.10291,42.34646
"Pagoda Tree, Japanese",17,--,South End,-71.07842,42.33862
"Zelkova, Japanese",10,--,Dorchester,-71.06779,42.31813
"Linden, Littleleaf",19,--,South End,-71.07627,42.34374
"Oak, Swamp White",3,--,Fenway/Longwood,-71.08823,42.3405
Honeylocust,5,--,Mattapan,-71.06788,42.27333
"Maple, Red",5,--,Fenway/Longwood,-71.10656,42.34639
"Tupelo, Black",3,--,Fenway/Longwood,-71.09131,42.33924
"Maple, Hedge",4,--,Roslindale,-71.11583,42.27742
Hardy Rubber Tree,2,--,Fenway/Longwood,-71.10377,42.34787
Honeylocust,1,--,South End,-71.07887,42.33919
"Cherry, Yoshino",2,Spring 2023,Mattapan,-71.08436,42.27403
"Maple, Red",3,--,Fenway/Longwood,-71.10638,42.34643
Ginkgo,2,--,Fenway/Longwood,-71.08833,42.34046
"Elm, Accolade",3,--,Jamaica Plain,-71.11639,42.29767
"Oak, Northern Red",38,--,Fenway/Longwood,-71.10563,42.34567
"Elm, American",5,--,Fenway/Longwood,-71.08811,42.34054
"Oak, Black",13,--,Mattapan,-71.07724,42.2725
"Oak, Northern Red",29,--,Fenway/Longwood,-71.10566,42.34572
"Hackberry, Northern",2,--,South End,-71.07778,42.33762
Katsura Tree,22,--,East Boston,-71.00472,42.38877
"Linden, Littleleaf",8,--,Fenway/Longwood,-71.10283,42.34739
"Elm, Accolade",7,--,South End,-71.07411,42.33839
"Maple, Red",3,--,Mattapan,-71.0853,42.2736
"Planetree, London",17,--,South End,-71.07401,42.34282
"Elm, Accolade",11,--,South End,-71.07471,42.338
"Elm, American",6,--,Jamaica Plain,-71.09867,42.32307
"Maple, Norway",19,--,South End,-71.07585,42.34368
"Oak, Swamp White",9,--,Mattapan,-71.10078,42.29014
"Maple, Red",3,--,South End,-71.07573,42.34378
"Chokecherry, Common",2,--,Hyde Park,-71.12231,42.24259
"Hackberry, Northern",2,Spring 2024,Roxbury,-71.07578,42.33536
"Elm, Accolade",8,--,South End,-71.07571,42.34371
Elm,3,--,Dorchester,-71.06756,42.28712
"Elm, Accolade",4,--,South End,-71.07454,42.3381
"Maple, Norway",5,--,Fenway/Longwood,-71.09722,42.34463
"Oak, Swamp White",4,--,Roslindale,-71.1159,42.2776
"Elm, Accolade",10,--,South End,-71.07386,42.33857
"Maple, Norway",8,--,South End,-71.07525,42.34314
"Pear, Callery",1,--,Hyde Park,-71.14279,42.24996
"Elm, Accolade",8,--,South End,-71.07645,42.33622
Empty Pit/Planting Site,0,--,South End,-71.07614,42.34422
"Maple, Norway",10,--,Hyde Park,-71.1247,42.27023
"Elm, Accolade",15,--,South End,-71.07573,42.33725
Hawthorn,7,--,South End,-71.07494,42.34266
"Maple, Red",4,--,Hyde Park,-71.12792,42.26822
"Elm, Accolade",12,--,South End,-71.0763,42.33682
Honeylocust,8,--,South End,-71.07369,42.34462
"Maple, Red",2,--,Hyde Park,-71.14302,42.25325
Sweetgum 'Happidaze',2,Spring 2022,Roxbury,-71.07635,42.33582
"Maple, Norway",19,--,South End,-71.07259,42.34518
"Maple, Norway",9,--,South Boston,-71.04875,42.33507
"Elm, Accolade",7,--,South End,-71.07402,42.33845
Honeylocust,3,--,South End,-71.07284,42.34602
"Maple, Red",4,--,Dorchester,-71.08896,42.29502
"Oak, Pin",4,--,Roxbury,-71.07545,42.33508
"Maple, Norway",14,--,South End,-71.07313,42.34661
Apple/Crabapple,2,--,Dorchester,-71.08647,42.29032
"Oak, English",3,--,South End,-71.07207,42.34445
"Ash, Green",18,--,Dorchester,-71.07703,42.29378
"Oak, Fastigiate Pin",2,--,South End,-71.07263,42.34528
Honeylocust,14,--,South End,-71.07912,42.33922
"Maple, Norway",1,--,Dorchester,-71.06334,42.30377
"Linden, Littleleaf",21,--,South End,-71.07431,42.34444
"Oak, Swamp White",4,--,Fenway/Longwood,-71.08997,42.33976
"Pear, Callery",8,--,Dorchester,-71.04716,42.29468
"Maple, Norway",20,--,South End,-71.0728,42.34591
"Ash, Green",13,--,South End,-71.07823,42.33848
Honeylocust,21,--,South Boston,-71.05178,42.33577
"Elm, Accolade",4,--,South End,-71.07478,42.34474
"Tupelo, Black",3,--,Fenway/Longwood,-71.08948,42.33998
"Elm, Chinese",10,--,Dorchester,-71.06795,42.29854
"Oak, Pin",9,--,South End,-71.07166,42.345
"Maple, Norway",9,--,Roslindale,-71.11403,42.28009
"Ash, Green",21,--,Dorchester,-71.05652,42.31165
"Oak, Swamp White",2,Fall 2022,Fenway/Longwood,-71.09782,42.34365
"Pagoda Tree, Japanese",17,--,South End,-71.07809,42.33834
"Linden, Littleleaf",16,--,Roxbury,-71.09198,42.31794
Ginkgo,3,--,Fenway/Longwood,-71.10194,42.34391
Honeylocust,12,--,South End,-71.07922,42.33929
"Linden, Littleleaf",4,--,Jamaica Plain,-71.09846,42.32285
"Oak, Northern Red",26,--,Fenway/Longwood,-71.10559,42.3456
Honeylocust,3,--,South End,-71.07768,42.33769
"Maple, Norway",14,--,Mattapan,-71.10174,42.27415
"Elm, Accolade",2,--,Fenway/Longwood,-71.10298,42.34659
"Pagoda Tree, Japanese",15,--,South End,-71.07816,42.33841
"Cherry, Autumnalis",3,--,Mattapan,-71.0873,42.27723
Apple/Crabapple,9,--,Fenway/Longwood,-71.10265,42.34599
Scheduled Planting Site - Spring 2025,0,--,Roxbury,-71.07523,42.3291
"Tupelo, Black",2,Spring 2024,South End,-71.07139,42.34423
"Maple, Red",3,--,Central Boston,-71.05439,42.36188
"Pagoda Tree, Japanese",14,--,South End,-71.07849,42.3387
Ginkgo,2,--,Fenway/Longwood,-71.10214,42.3437
"Maple, Sugar",4,--,Roxbury,-71.08698,42.30735
"Pagoda Tree, Japanese",15,--,South End,-71.07751,42.33791
"Pear, Callery",8,--,South End,-71.07053,42.34471
Ginkgo,4,--,Roxbury,-71.09322,42.31142
Honeylocust,9,--,South End,-71.07838,42.33878
"Cherry, Japanese Flowering",9,--,Fenway/Longwood,-71.10352,42.34767
"Linden, Littleleaf",7,--,South End,-71.07458,42.34092
"Pagoda Tree, Japanese",12,--,South End,-71.07788,42.33837
"Cherry, Japanese Flowering",8,--,Fenway/Longwood,-71.10573,42.34561
"Oak, Pin",3,--,Mission Hill,-71.09724,42.33089
"Pagoda Tree, Japanese",15,--,South End,-71.07822,42.33865
"Elm, Accolade",2,Spring 2024,Fenway/Longwood,-71.10291,42.34714
Honeylocust,10,--,Roxbury,-71.08626,42.33652
Honeylocust,8,--,South End,-71.07747,42.33802
"Oak, Sawtooth",2,--,South End,-71.07471,42.34261
"Maple, Norway",20,--,Roxbury,-71.0891,42.31975
"Zelkova, Japanese",4,--,Roxbury,-71.08003,42.33884
"Linden, Littleleaf",13,--,South End,-71.07617,42.34452
"Oak, Swamp White",8,--,Roxbury,-71.08476,42.33817
"Linden, Littleleaf",11,--,South End,-71.07932,42.33957
Honeylocust,24,--,South End,-71.06896,42.34665
Ginkgo,2,--,South End,-71.07493,42.34504
Goldenrain Tree,2,Spring 2025,South End,-71.0778,42.33831
"Linden, Littleleaf",4,--,South End,-71.0756,42.34334
"Cherry, Higan",12,--,Dorchester,-71.06204,42.31253
"Maple, Norway",14,--,South End,-71.07552,42.34326
"Linden, Littleleaf",13,--,East Boston,-71.00193,42.38794
Honeylocust,19,--,South End,-71.06863,42.34726
Tulip Tree,2,Spring 2024,South End,-71.07784,42.33758
"Oak, Pin",2,--,Jamaica Plain,-71.11633,42.29775
Honeylocust,19,--,South End,-71.06912,42.34635
"Tupelo, Black",3,--,Fenway/Longwood,-71.08843,42.34042
"Maple, Norway",13,--,Hyde Park,-71.14455,42.25043
Honeylocust,12,--,South End,-71.06902,42.34697
"Tupelo, Black",2,--,Fenway/Longwood,-71.091,42.33934
"Linden, Littleleaf",4,--,Allston-Brighton,-71.13417,42.34735
"Maple, Red",14,--,South End,-71.07541,42.34314
"Tupelo, Black",3,--,Fenway/Longwood,-71.08968,42.3399
"Lilac, Japanese Tree",2,Spring 2025,Allston-Brighton,-71.14222,42.34203
"Maple, Red",6,--,South End,-71.07018,42.34475
"Maple, Red",2,Spring 2025,Fenway/Longwood,-71.08743,42.34109
"Linden, Littleleaf",3,--,South End,-71.0747,42.33484
Crabapple spp.,2,--,South End,-71.07482,42.34254
"Pagoda Tree, Japanese",19,--,South End,-71.07778,42.33814
Tulip Tree,11,--,Allston-Brighton,-71.14368,42.35151
"Oak, English",2,--,South End,-71.07558,42.34232
"Tupelo, Black",3,--,Fenway/Longwood,-71.09008,42.33973
Apple/Crabapple,4,--,Allston-Brighton,-71.15521,42.34793
"Ash, Green",9,--,Charlestown,-71.06483,42.37412
Honeylocust,12,--,South End,-71.07928,42.33934
Honeylocust,4,--,Allston-Brighton,-71.1438,42.34046
Honeylocust,14,--,South End,-71.06945,42.34575
"Tupelo, Black",3,--,Fenway/Longwood,-71.08978,42.33985
"Oak, Swamp White",2,--,Charlestown,-71.05319,42.37508
"Maple, Norway",15,--,South End,-71.07603,42.34279
"Maple, Hedge",11,--,Dorchester,-71.08512,42.29956
"Linden, Littleleaf",12,--,South End,-71.07569,42.34243
"Linden, Littleleaf",12,--,Roxbury,-71.08405,42.33848
"Maple, Red",9,--,South End,-71.07746,42.33909
"Cherry, Autumnalis",4,--,South End,-71.0759,42.34265
"Ash, Green",12,--,Dorchester,-71.06799,42.2953
"Linden, Littleleaf",15,--,South End,-71.07379,42.34062
Katsura Tree,6,--,South End,-71.07335,42.34294
"Linden, Littleleaf",14,--,Roxbury,-71.08395,42.33843
Honeylocust,15,--,South End,-71.07237,42.34119
"Elm, Accolade",6,--,South End,-71.06963,42.3454
Honeylocust,10,--,South End,-71.07211,42.33463
Honeylocust,14,--,South End,-71.07247,42.34114
"Planetree, London",20,--,South End,-71.07585,42.34261
"Maple, Red",6,--,Jamaica Plain,-71.13122,42.30452
"Zelkova, Japanese",18,--,Fenway/Longwood,-71.09579,42.34315
"Maple, Norway",5,--,South End,-71.06958,42.34549
"Linden, Littleleaf",7,--,Allston-Brighton,-71.15459,42.34907
"Pear, Callery",20,--,Fenway/Longwood,-71.09565,42.34319
"Maple, Norway",10,--,South End,-71.07561,42.34351
"Linden, Littleleaf",1,--,South End,-71.06937,42.34385
"Zelkova, Japanese",21,--,South End,-71.068,42.34405
Honeylocust,11,--,South End,-71.06943,42.34623
"Planetree, London",13,--,Allston-Brighton,-71.14185,42.34478
"Linden, Littleleaf",19,--,South End,-71.06957,42.34457
"Pear, Callery",12,--,South End,-71.07011,42.34515
"Hophornbeam, Eastern",2,Spring 2023,Allston-Brighton,-71.14876,42.34206
"Elm, American",33,--,Fenway/Longwood,-71.09518,42.34341
Ginkgo,2,--,Fenway/Longwood,-71.09754,42.34456
"Pear, Callery",22,--,Fenway/Longwood,-71.09549,42.34332
Elm,6,--,Allston-Brighton,-71.13798,42.34886
"Maple, Norway",16,--,South End,-71.06895,42.34443
"Maple, Red",12,--,South End,-71.07565,42.34359
"Zelkova, Japanese",13,--,South End,-71.06789,42.34401
"Zelkova, Japanese",2,--,Allston-Brighton,-71.14098,42.34191
"Maple, Norway",5,--,Fenway/Longwood,-71.09663,42.34479
"Elm, English",35,--,Fenway/Longwood,-71.09568,42.34327
"Linden, Littleleaf",14,--,Allston-Brighton,-71.15521,42.34005
"Sweetgum, Common",2,Spring 2025,South End,-71.07604,42.34433
"Linden, Littleleaf",9,--,South End,-71.06843,42.34422
Honeylocust,2,--,Roxbury,-71.08356,42.3394
"Pear, Callery",4,--,South End,-71.07024,42.34501
"Honeylocust, Thornless",2,Spring 2025,South End,-71.06798,42.34394
"Basswood, American",16,--,Allston-Brighton,-71.15728,42.34196
"Linden, Littleleaf",16,--,South End,-71.07611,42.34443
"Oak, Northern Red",20,--,South End,-71.07015,42.34553
"Maple, Norway",6,--,South End,-71.06896,42.33957
"Maple, Norway",13,--,South End,-71.07553,42.34345
"Oak, Regal Prince",2,--,South End,-71.07726,42.33797
Honeylocust,18,--,South End,-71.06763,42.3378
"Maple, Norway",5,--,Fenway/Longwood,-71.09742,42.34458
Honeylocust,12,--,South End,-71.07894,42.33925
"Planetree, London",13,--,Allston-Brighton,-71.16237,42.34908
"Pear, Callery",16,--,South End,-71.07521,42.34311
"Elm, Accolade",6,--,Roxbury,-71.07848,42.33757
Honeylocust,8,--,Roxbury,-71.08306,42.33921
"Sweetgum, Common",4,--,Fenway/Longwood,-71.10306,42.34645
"Maple, Red",3,--,Roxbury,-71.07909,42.3172
"Tupelo, Black",2,Spring 2024,South End,-71.07126,42.34431
"Oak, Pin",4,--,Roxbury,-71.08732,42.3361
Honeylocust,13,--,South End,-71.0792,42.33945
Honeylocust,10,--,South End,-71.07486,42.34214
"Pear, Callery",12,--,Roxbury,-71.09186,42.31786
"Sweetgum, Common",5,--,South End,-71.06704,42.34457
"Sweetgum, Common",4,--,Fenway/Longwood,-71.10309,42.3465
"Linden, Littleleaf",18,--,South End,-71.07391,42.34134
"Ash, Green",17,--,South End,-71.0785,42.33977
"Linden, Littleleaf",6,--,South End,-71.07153,42.34416
"Zelkova, Japanese",4,--,Mission Hill,-71.10558,42.33049
"Linden, Littleleaf",19,--,South End,-71.07449,42.34035
"Pear, Callery",3,--,South End,-71.07042,42.34482
"Ash, Green",14,--,Roxbury,-71.09332,42.31339
"Cherry, Higan",12,--,South End,-71.0769,42.33844
"Oak, Swamp White",3,--,Fenway/Longwood,-71.10223,42.3436
"Oak, Northern Red",24,--,Allston-Brighton,-71.13737,42.34814
"Maple, Red",5,--,West Roxbury,-71.15813,42.28544
"Linden, Littleleaf",13,--,South End,-71.07165,42.34409
"Pear, Callery",6,--,Mission Hill,-71.11125,42.33027
Honeylocust,17,--,South End,-71.07506,42.33941
"Elm, Accolade",2,--,Fenway/Longwood,-71.10287,42.34637
"Maple, Norway 'Columnar'",13,--,Dorchester,-71.08301,42.29901
"Tupelo, Black",3,--,Fenway/Longwood,-71.09181,42.33904
"Planetree, London",18,--,South End,-71.07115,42.34437
"Oak, Northern Red",22,--,Allston-Brighton,-71.1377,42.34825
"Tupelo, Black",3,--,Fenway/Longwood,-71.09141,42.3392
Sweetgum 'Happidaze',2,Spring 2025,Fenway/Longwood,-71.10303,42.34637
"Linden, Littleleaf",3,--,Allston-Brighton,-71.13452,42.34766
"Oak, Swamp White",3,--,Fenway/Longwood,-71.1022,42.34364
"Oak, Pin",4,--,Roxbury,-71.08555,42.33752
"Lilac, Japanese Tree",6,--,South End,-71.07592,42.34249
Ginkgo,2,--,Fenway/Longwood,-71.09229,42.33885
"Oak, Northern Red",24,--,Allston-Brighton,-71.13755,42.3482
"Maple, Red",12,--,South End,-71.07518,42.34309
"Tupelo, Black",3,--,Fenway/Longwood,-71.09027,42.33966
Honeylocust,2,--,Allston-Brighton,-71.13334,42.34758
Honeylocust,13,--,South End,-71.06973,42.34568
"Tupelo, Black",2,--,Fenway/Longwood,-71.09017,42.33969
Honeylocust,16,--,Roxbury,-71.09283,42.32903
"Maple, Norway",5,--,Fenway/Longwood,-71.09732,42.34461
"Tupelo, Black",3,--,Fenway/Longwood,-71.09081,42.33942
"Linden, Littleleaf",4,--,Allston-Brighton,-71.13445,42.34759
Goldenrain Tree,2,Spring 2025,South End,-71.07577,42.34354
"Tupelo, Black",2,--,Fenway/Longwood,-71.09092,42.33938
Apple/Crabapple,5,--,Allston-Brighton,-71.15138,42.33916
"Zelkova, Japanese",4,--,South End,-71.07523,42.34296
"Elm, Accolade",6,--,South End,-71.07665,42.3364
Honeylocust,12,--,Dorchester,-71.0555,42.28439
Honeylocust,2,--,South End,-71.06934,42.34638
"Elm, Accolade",13,--,South End,-71.07525,42.3376
Honeylocust,3,--,Roxbury,-71.083,42.33341
"Tupelo, Black",3,--,Fenway/Longwood,-71.0917,42.33908
Honeylocust,20,--,South End,-71.0686,42.34732
"Pear, Callery",10,--,Allston-Brighton,-71.1588,42.35582
"Oak, Swamp White",2,Spring 2025,Fenway/Longwood,-71.08763,42.34072
"Maple, Norway",18,--,South End,-71.07511,42.34285
"Linden, Silver",4,--,Dorchester,-71.06167,42.32484
Honeylocust,20,--,South End,-71.06886,42.34681
Ginkgo,6,--,Mission Hill,-71.10318,42.33382
Goldenrain Tree,2,Spring 2025,South End,-71.07568,42.34342
"Elm, American",4,--,Fenway/Longwood,-71.0919,42.339
"Serviceberry, Cumulus",2,Spring 2024,Allston-Brighton,-71.15894,42.35658
Honeylocust,17,--,South End,-71.06873,42.34709
"Oak, Swamp White",4,--,Fenway/Longwood,-71.09036,42.33963
"Maple, Norway",7,--,Allston-Brighton,-71.15962,42.35649
"Ash, Green",10,--,South End,-71.07488,42.3426
"Tupelo, Black",3,--,Fenway/Longwood,-71.08853,42.34038
"Maple, Red",3,--,Allston-Brighton,-71.1342,42.36169
Hawthorn,12,--,South End,-71.07624,42.3444
"Tupelo, Black",2,--,Fenway/Longwood,-71.08939,42.34002
Honeylocust,14,--,Fenway/Longwood,-71.09348,42.33711
Honeylocust,15,--,South End,-71.06921,42.34618
Honeylocust,13,--,South End,-71.0789,42.33902
"Linden, Littleleaf",16,--,Allston-Brighton,-71.15896,42.35272
"Linden, Littleleaf",18,--,South End,-71.07624,42.34464
Ginkgo,3,--,Fenway/Longwood,-71.09201,42.33897
"Maple, Red",2,Spring 2024,Roxbury,-71.08437,42.33013
Hawthorn,12,--,South End,-71.07618,42.3443
Honeylocust,14,--,South End,-71.079,42.33912
"Elm, Accolade",6,--,South Boston,-71.05264,42.34482
Honeylocust,17,--,South End,-71.06868,42.34718
"Ash, Green",8,--,South End,-71.07824,42.33954
"Sweetgum, Common",2,--,South Boston,-71.03384,42.33156
Honeylocust,15,--,South End,-71.06937,42.34588
"Lilac, Japanese Tree",4,--,Fenway/Longwood,-71.08927,42.34078
Honeylocust,4,--,Fenway/Longwood,-71.08491,42.34159
"Ash, Green",8,--,South End,-71.0782,42.33952
Honeylocust,7,--,South End,-71.06799,42.34107
Goldenrain Tree,1,--,South End,-71.07023,42.34573
"Ash, Green",10,--,South End,-71.07241,42.34345
"Linden, Silver",3,--,South Boston,-71.03061,42.33664
"Oak, Northern Red",11,--,South End,-71.07037,42.34603
Honeylocust,4,--,Fenway/Longwood,-71.0984,42.34431
"Elm, American",6,--,South Boston,-71.03135,42.33501
Sweetgum 'Happidaze',2,Spring 2023,South End,-71.06811,42.34409
"Planetree, London",21,--,South End,-71.07638,42.34314
"Maple, Norwegian sunset",11,--,Jamaica Plain,-71.10214,42.31277
"Hackberry, Northern",2,Spring 2024,South End,-71.06868,42.34431
"Linden, Littleleaf",7,--,South End,-71.07573,42.34231
"Maple, Norway",11,--,Roxbury,-71.08915,42.33446
"Ash, Green",13,--,South End,-71.06947,42.34523
"Pear, Callery",19,--,South End,-71.07579,42.34253
Honeylocust,6,--,South End,-71.06796,42.34103
"Oak, Northern Red",10,--,South End,-71.07032,42.34593
"Elm, Accolade",13,--,South End,-71.07323,42.34301
"Planetree, London",10,--,Allston-Brighton,-71.15768,42.34915
"Linden, Littleleaf",11,--,South End,-71.06905,42.34447
"Ash, Green",8,--,South End,-71.07072,42.34434
"Elm, Accolade",6,--,South Boston,-71.05269,42.34476
"Linden, Littleleaf",23,--,South End,-71.06855,42.34426
"Maple, Norway",15,--,South End,-71.07613,42.34288
"Linden, Littleleaf",17,--,Allston-Brighton,-71.14625,42.35064
"Oak, Northern Red",10,--,South End,-71.07034,42.34598
Ginkgo,3,--,South End,-71.06998,42.34494
"Elm, Accolade",10,--,Fenway/Longwood,-71.08889,42.34444
"Tupelo, Black",4,--,South End,-71.07572,42.34246
Honeylocust,4,--,Fenway/Longwood,-71.08476,42.34172
Honeylocust,10,--,South End,-71.07608,42.34284
"Maple, Norway",16,--,South End,-71.06973,42.34475
Honeylocust,4,--,Fenway/Longwood,-71.08483,42.34166
"Maple, Norway",13,--,South End,-71.07629,42.34305
"Oak, Northern Red",15,--,South End,-71.07027,42.34582
Honeylocust,4,--,South Boston,-71.03779,42.33067
Honeylocust,2,--,Fenway/Longwood,-71.09807,42.34439
Honeylocust,16,--,South End,-71.07562,42.33905
"Zelkova, Japanese",19,--,South Boston,-71.0293,42.33553
"Ash, Green",9,--,South End,-71.07253,42.34339
Honeylocust,15,--,South End,-71.0749,42.33952
Honeylocust,20,--,South Boston,-71.02872,42.33207
"Linden, Littleleaf",7,--,South End,-71.07628,42.34191
"Ash, Green",17,--,South End,-71.07845,42.33972
Empty Pit/Planting Site,0,--,Allston-Brighton,-71.15447,42.35576
"Maple, Norway",15,--,South End,-71.0758,42.34238
Honeylocust,17,--,South End,-71.07515,42.33935
Crabapple spp.,2,Spring 2022,South Boston,-71.04157,42.33333
"Elm, Accolade",13,--,South End,-71.07343,42.34289
"Ash, Green",15,--,South End,-71.07816,42.33949
"Maple, Red",2,--,South Boston,-71.04488,42.33462
"Maple, Red",5,--,South End,-71.07079,42.34431
"Coffeetree, Kentucky",2,--,South End,-71.07404,42.34082
Honeylocust,2,--,South End,-71.0729,42.33613
Ginkgo,6,--,Fenway/Longwood,-71.0998,42.34395
"Linden, Littleleaf",6,--,South End,-71.0731,42.34107
"Sweetgum, Common",3,--,Fenway/Longwood,-71.08952,42.34463
"Linden, Silver",2,--,South End,-71.07639,42.34201
"Planetree, London",7,--,South Boston,-71.05087,42.34674
"Linden, Silver",6,--,South End,-71.07668,42.34231
Goldenrain Tree,4,--,Fenway/Longwood,-71.08801,42.34431
Honeylocust,14,--,South End,-71.07497,42.33947
Ginkgo,2,Spring 2024,Fenway/Longwood,-71.09947,42.34403
